customer_id,subscription_plan,region,device_type,usage_hours_per_week,support_tickets,customer_lifetime_month,monthly_fee,total_revenue,churn_flag,subscription_status,cancellation_reason
31,Standard,South America,Desktop,12,0.0,16,50,800,0,Active,
32,Premium,Europe,Tablet,0,3.0,35,90,3150,1,Cancelled,Other
33,Premium,Europe,Tablet,2,4.0,32,90,2880,1,Cancelled,Better Alternative
34,Basic,Europe,Unknown,17,2.0,29,25,725,0,Active,
35,Standard,Asia,Desktop,4,4.0,23,50,1150,1,Cancelled,Low Usage
36,Enterprise,,Tablet,5,0.0,15,150,2250,0,Active,
37,Standard,South America,Unknown,9,3.0,26,50,1300,0,Active,
38,Enterprise,South America,Tablet,13,0.0,25,150,3750,0,Active,
39,Basic,Europe,Tablet,5,0.0,2,25,50,0,Active,
40,Basic,South America,Unknown,9,1.0,12,25,300,0,Active,
41,Premium,South America,Desktop,5,1.0,19,90,1710,0,Active,
42,Basic,North America,Unknown,2,0.0,32,25,800,0,Active,
43,Premium,South America,Desktop,6,1.0,23,90,2070,0,Active,
44,Basic,Asia,Tablet,1,1.0,5,25,125,1,Cancelled,Low Usage
45,Basic,Europe,Unknown,3,3.0,25,25,625,0,Active,
46,Basic,,Mobile,7,1.0,35,25,875,0,Active,
47,Basic,,Tablet,5,3.0,29,25,725,0,Active,
48,Enterprise,North America,Unknown,6,0.0,20,150,3000,0,Active,
49,Basic,,Tablet,7,2.0,7,25,175,0,Active,
50,Premium,,Unknown,0,2.0,22,90,1980,0,Active,
51,Premium,Europe,Desktop,4,2.0,18,90,1620,0,Active,
52,Premium,Europe,Mobile,13,3.0,21,90,1890,0,Active,
53,Premium,Asia,Tablet,3,3.0,22,90,1980,1,Cancelled,Low Usage
54,Enterprise,North America,Mobile,8,3.0,12,150,1800,0,Active,
55,Standard,,Desktop,12,0.0,11,50,550,0,Active,
56,Basic,Asia,Unknown,11,4.0,12,25,300,0,Active,
57,Premium,North America,Mobile,17,3.0,26,90,2340,0,Active,
58,Basic,,Unknown,9,3.0,30,25,750,0,Active,
59,Premium,,Desktop,14,2.0,15,90,1350,0,Active,
60,Basic,Europe,Tablet,14,0.0,8,25,200,0,Active,
61,Basic,South America,Desktop,1,1.0,18,25,450,1,Cancelled,Low Usage
62,Premium,North America,Mobile,10,1.0,10,90,900,0,Active,
63,Enterprise,,Mobile,7,0.0,8,150,1200,0,Active,
64,Basic,North America,Mobile,0,1.0,35,25,875,0,Active,
65,Basic,Asia,Unknown,13,4.0,20,25,500,0,Active,
66,Premium,Asia,Tablet,19,2.0,12,90,1080,0,Active,
67,Basic,South America,Mobile,8,0.0,3,25,75,0,Active,
68,Basic,,Mobile,0,1.0,20,25,500,0,Active,
69,Premium,Europe,Mobile,19,1.0,12,90,1080,0,Active,
70,Premium,,Desktop,0,0.0,24,90,2160,1,Cancelled,Too Expensive
71,Basic,North America,Mobile,0,2.0,16,25,400,1,Cancelled,Other
72,Enterprise,Asia,Desktop,14,0.0,10,150,1500,0,Active,
73,Enterprise,North America,Mobile,16,2.0,19,150,2850,0,Active,
74,Basic,South America,Desktop,17,0.0,14,25,350,0,Active,
75,Enterprise,Asia,Unknown,10,1.0,14,150,2100,0,Active,
76,Basic,Europe,Unknown,4,2.0,22,25,550,1,Cancelled,Low Usage
77,Basic,Asia,Desktop,0,2.0,4,25,100,1,Cancelled,Better Alternative
78,Premium,,Tablet,15,4.0,34,90,3060,0,Active,
79,Premium,,Tablet,6,0.0,18,90,1620,0,Active,
80,Premium,Asia,Desktop,1,2.0,34,90,3060,0,Active,
81,Enterprise,South America,Unknown,7,0.0,18,150,2700,0,Active,
82,Basic,,Desktop,5,4.0,31,25,775,0,Active,
83,Enterprise,,Tablet,12,2.0,20,150,3000,0,Active,
84,Enterprise,Europe,Desktop,1,2.0,10,150,1500,1,Cancelled,Technical Issues
85,Basic,Asia,Unknown,11,4.0,3,25,75,1,Cancelled,Better Alternative
86,Basic,,Tablet,10,1.0,21,25,525,0,Active,
87,Basic,South America,Tablet,5,2.0,10,25,250,0,Active,
88,Basic,North America,Mobile,16,3.0,7,25,175,0,Active,
89,Premium,Asia,Mobile,1,0.0,22,90,1980,1,Cancelled,Technical Issues
90,Standard,Europe,Tablet,11,1.0,23,50,1150,0,Active,
91,Standard,,Tablet,5,2.0,12,50,600,0,Active,
92,Basic,South America,Desktop,0,1.0,13,25,325,1,Cancelled,Better Alternative
93,Standard,Asia,Unknown,17,0.0,13,50,650,0,Active,
94,Standard,South America,Tablet,17,1.0,33,50,1650,0,Active,
95,Basic,South America,Unknown,0,4.0,31,25,775,1,Cancelled,Other
96,Standard,Europe,Tablet,16,2.0,28,50,1400,0,Active,
97,Enterprise,Asia,Unknown,17,1.0,19,150,2850,0,Active,
98,Basic,,Mobile,18,3.0,21,25,525,0,Active,
99,Basic,Europe,Tablet,3,0.0,32,25,800,0,Active,
100,Basic,,Desktop,11,0.0,26,25,650,0,Active,
101,Premium,North America,Unknown,18,1.0,13,90,1170,0,Active,
102,Basic,South America,Tablet,13,4.0,29,25,725,0,Active,
103,Premium,North America,Mobile,14,0.0,7,90,630,0,Active,
104,Basic,South America,Mobile,3,1.0,26,25,650,1,Cancelled,Too Expensive
105,Basic,Europe,Mobile,15,1.0,6,25,150,0,Active,
106,Enterprise,,Mobile,6,0.0,32,150,4800,0,Active,
107,Standard,,Tablet,9,1.0,23,50,1150,0,Active,
108,Premium,Europe,Desktop,0,1.0,11,90,990,0,Active,
109,Standard,Asia,Unknown,18,0.0,21,50,1050,0,Active,
110,Standard,North America,Desktop,16,3.0,19,50,950,0,Active,
111,Basic,North America,Unknown,7,1.0,34,25,850,0,Active,
112,Standard,,Desktop,1,0.0,35,50,1750,0,Active,
113,Enterprise,,Tablet,2,0.0,31,150,4650,0,Active,
114,Standard,,Tablet,0,1.0,29,50,1450,1,Cancelled,Better Alternative
115,Basic,Europe,Unknown,0,4.0,6,25,150,1,Cancelled,Too Expensive
116,Enterprise,Asia,Tablet,0,0.0,31,150,4650,0,Active,
117,Basic,North America,Unknown,0,0.0,32,25,800,1,Cancelled,Too Expensive
118,Standard,South America,Desktop,18,0.0,20,50,1000,0,Active,
119,Basic,Europe,Tablet,0,4.0,22,25,550,1,Cancelled,Technical Issues
120,Basic,North America,Tablet,3,2.0,3,25,75,0,Active,
121,Basic,Asia,Unknown,11,4.0,8,25,200,1,Cancelled,Technical Issues
122,Premium,Europe,Unknown,7,2.0,19,90,1710,0,Active,
123,Enterprise,North America,Unknown,14,2.0,31,150,4650,0,Active,
124,Standard,Europe,Unknown,8,4.0,32,50,1600,0,Active,
125,Basic,North America,Mobile,0,3.0,15,25,375,1,Cancelled,Technical Issues
126,Premium,North America,Unknown,7,4.0,31,90,2790,0,Active,
127,Enterprise,Asia,Mobile,2,0.0,3,150,450,1,Cancelled,Other
128,Premium,South America,Desktop,15,0.0,32,90,2880,0,Active,
129,Enterprise,Asia,Unknown,14,4.0,10,150,1500,0,Active,
130,Enterprise,North America,Mobile,11,3.0,28,150,4200,0,Active,
131,Standard,Europe,Mobile,0,4.0,27,50,1350,0,Active,
132,Enterprise,Asia,Mobile,13,3.0,31,150,4650,0,Active,
133,Premium,South America,Tablet,0,0.0,34,90,3060,0,Active,
134,Enterprise,North America,Mobile,0,1.0,5,150,750,0,Active,
135,Standard,Asia,Unknown,15,3.0,11,50,550,0,Active,
136,Standard,Asia,Unknown,5,3.0,7,50,350,0,Active,
137,Premium,Asia,Unknown,4,0.0,8,90,720,0,Active,
138,Basic,Asia,Mobile,8,3.0,17,25,425,0,Active,
139,Basic,Europe,Mobile,11,0.0,14,25,350,0,Active,
140,Enterprise,South America,Tablet,19,2.0,24,150,3600,0,Active,
141,Basic,South America,Desktop,3,3.0,30,25,750,1,Cancelled,Too Expensive
142,Enterprise,North America,Tablet,17,0.0,15,150,2250,0,Active,
143,Premium,,Unknown,12,0.0,4,90,360,0,Active,
144,Premium,Europe,Unknown,3,0.0,13,90,1170,1,Cancelled,Technical Issues
145,Premium,North America,Unknown,16,1.0,5,90,450,0,Active,
146,Premium,North America,Tablet,17,3.0,31,90,2790,1,Cancelled,Low Usage
147,Premium,Asia,Unknown,8,2.0,12,90,1080,0,Active,
148,Standard,,Unknown,13,0.0,30,50,1500,0,Active,
149,Basic,,Unknown,7,1.0,10,25,250,0,Active,
150,Premium,Europe,Mobile,0,2.0,30,90,2700,0,Active,
151,Basic,,Desktop,15,1.0,26,25,650,0,Active,
152,Basic,North America,Mobile,0,2.0,6,25,150,0,Active,
153,Basic,,Mobile,0,4.0,27,25,675,1,Cancelled,Low Usage
154,Basic,,Desktop,13,4.0,20,25,500,0,Active,
155,Standard,South America,Desktop,5,4.0,28,50,1400,0,Active,
156,Basic,North America,Tablet,18,1.0,20,25,500,0,Active,
157,Premium,,Desktop,0,4.0,12,90,1080,1,Cancelled,Better Alternative
158,Enterprise,,Tablet,6,0.0,21,150,3150,0,Active,
159,Basic,Asia,Tablet,19,0.0,30,25,750,0,Active,
160,Standard,,Mobile,11,4.0,10,50,500,0,Active,
161,Standard,,Unknown,17,2.0,5,50,250,0,Active,
162,Basic,South America,Mobile,11,2.0,8,25,200,0,Active,
163,Enterprise,North America,Mobile,19,1.0,30,150,4500,0,Active,
164,Basic,Europe,Desktop,17,2.0,17,25,425,0,Active,
165,Standard,North America,Desktop,0,3.0,3,50,150,1,Cancelled,Too Expensive
166,Basic,Asia,Tablet,10,2.0,21,25,525,0,Active,
167,Premium,North America,Tablet,0,0.0,16,90,1440,0,Active,
168,Standard,,Tablet,14,0.0,32,50,1600,0,Active,
169,Basic,Asia,Desktop,5,2.0,27,25,675,0,Active,
170,Premium,North America,Tablet,0,1.0,6,90,540,0,Active,
171,Basic,Asia,Tablet,0,2.0,16,25,400,0,Active,
172,Basic,Europe,Desktop,14,1.0,3,25,75,0,Active,
173,Basic,North America,Unknown,13,3.0,20,25,500,0,Active,
174,Premium,,Mobile,5,4.0,7,90,630,0,Active,
175,Premium,Asia,Desktop,4,3.0,11,90,990,0,Active,
176,Basic,South America,Tablet,0,0.0,29,25,725,0,Active,
177,Standard,Asia,Mobile,0,0.0,3,50,150,0,Active,
178,Basic,South America,Desktop,1,3.0,21,25,525,1,Cancelled,Too Expensive
179,Enterprise,,Mobile,8,3.0,32,150,4800,0,Active,
180,Basic,Europe,Mobile,12,0.0,30,25,750,0,Active,
181,Basic,South America,Unknown,10,0.0,11,25,275,0,Active,
182,Standard,Europe,Tablet,16,4.0,17,50,850,0,Active,
183,Basic,Asia,Desktop,0,4.0,25,25,625,1,Cancelled,Better Alternative
184,Basic,,Tablet,4,2.0,25,25,625,0,Active,
185,Basic,South America,Unknown,0,1.0,9,25,225,0,Active,
186,Premium,Asia,Unknown,16,0.0,29,90,2610,0,Active,
187,Enterprise,North America,Desktop,5,3.0,15,150,2250,0,Active,
188,Basic,Asia,Desktop,16,3.0,19,25,475,0,Active,
189,Basic,Europe,Unknown,15,4.0,15,25,375,0,Active,
190,Standard,,Desktop,0,1.0,35,50,1750,0,Active,
191,Basic,,Mobile,12,0.0,13,25,325,0,Active,
192,Enterprise,Asia,Mobile,7,4.0,16,150,2400,1,Cancelled,Other
193,Premium,North America,Unknown,4,1.0,3,90,270,0,Active,
194,Basic,Europe,Tablet,8,0.0,31,25,775,0,Active,
195,Premium,Asia,Desktop,0,3.0,1,90,90,0,Active,
196,Standard,Asia,Desktop,9,3.0,35,50,1750,0,Active,
197,Standard,,Mobile,0,4.0,16,50,800,1,Cancelled,Too Expensive
198,Basic,Europe,Desktop,9,1.0,1,25,25,0,Active,
199,Enterprise,North America,Tablet,4,3.0,14,150,2100,1,Cancelled,Other
200,Premium,,Desktop,11,1.0,7,90,630,0,Active,
201,Basic,Asia,Desktop,17,4.0,23,25,575,1,Cancelled,Better Alternative
202,Standard,,Mobile,5,2.0,35,50,1750,0,Active,
203,Basic,,Desktop,7,1.0,29,25,725,0,Active,
204,Basic,South America,Unknown,18,0.0,22,25,550,0,Active,
205,Premium,,Unknown,17,1.0,16,90,1440,0,Active,
206,Standard,,Tablet,0,4.0,29,50,1450,1,Cancelled,Too Expensive
207,Enterprise,Europe,Tablet,3,0.0,6,150,900,1,Cancelled,Technical Issues
208,Standard,,Tablet,10,2.0,18,50,900,0,Active,
209,Premium,North America,Tablet,11,3.0,29,90,2610,0,Active,
210,Premium,Asia,Mobile,5,0.0,25,90,2250,0,Active,
211,Standard,Europe,Desktop,16,4.0,2,50,100,0,Active,
212,Premium,,Mobile,7,0.0,32,90,2880,0,Active,
213,Standard,North America,Tablet,3,2.0,32,50,1600,0,Active,
214,Basic,Asia,Desktop,8,0.0,20,25,500,0,Active,
215,Standard,Europe,Unknown,15,2.0,33,50,1650,0,Active,
216,Standard,North America,Mobile,14,1.0,5,50,250,0,Active,
217,Premium,,Desktop,9,0.0,6,90,540,0,Active,
218,Premium,South America,Unknown,7,0.0,22,90,1980,0,Active,
219,Basic,South America,Unknown,0,2.0,21,25,525,1,Cancelled,Other
220,Basic,Europe,Tablet,2,0.0,19,25,475,0,Active,
221,Basic,North America,Unknown,17,0.0,15,25,375,0,Active,
222,Basic,Asia,Unknown,0,3.0,34,25,850,1,Cancelled,Too Expensive
223,Standard,North America,Tablet,9,2.0,7,50,350,0,Active,
224,Premium,South America,Desktop,9,1.0,17,90,1530,0,Active,
225,Basic,Europe,Desktop,15,1.0,5,25,125,0,Active,
226,Basic,,Tablet,5,1.0,2,25,50,0,Active,
227,Basic,North America,Mobile,15,0.0,27,25,675,0,Active,
228,Basic,South America,Tablet,19,2.0,24,25,600,0,Active,
229,Standard,Asia,Desktop,0,1.0,28,50,1400,0,Active,
230,Premium,Europe,Mobile,19,2.0,1,90,90,0,Active,
231,Basic,,Tablet,4,0.0,21,25,525,0,Active,
232,Basic,North America,Desktop,19,3.0,28,25,700,0,Active,
233,Premium,Asia,Desktop,10,3.0,3,90,270,0,Active,
234,Premium,,Desktop,12,3.0,30,90,2700,0,Active,
235,Basic,South America,Unknown,0,0.0,1,25,25,0,Active,
236,Basic,South America,Unknown,14,1.0,18,25,450,0,Active,
237,Basic,Asia,Mobile,10,0.0,33,25,825,0,Active,
238,Premium,South America,Mobile,5,2.0,15,90,1350,0,Active,
239,Enterprise,Europe,Mobile,11,3.0,24,150,3600,0,Active,
240,Enterprise,Asia,Unknown,0,2.0,34,150,5100,0,Active,
241,Standard,South America,Mobile,0,0.0,26,50,1300,0,Active,
242,Basic,North America,Desktop,19,4.0,22,25,550,0,Active,
243,Basic,South America,Desktop,14,4.0,16,25,400,1,Cancelled,Too Expensive
244,Standard,Europe,Mobile,10,0.0,16,50,800,0,Active,
245,Standard,,Mobile,11,1.0,5,50,250,0,Active,
246,Standard,,Unknown,4,0.0,6,50,300,0,Active,
247,Premium,South America,Desktop,6,2.0,24,90,2160,0,Active,
248,Basic,,Tablet,8,0.0,30,25,750,0,Active,
249,Premium,South America,Tablet,17,0.0,32,90,2880,0,Active,
250,Standard,Europe,Unknown,5,4.0,19,50,950,0,Active,
251,Basic,,Unknown,4,3.0,28,25,700,1,Cancelled,Other
252,Premium,North America,Unknown,13,3.0,8,90,720,0,Active,
253,Premium,South America,Desktop,5,0.0,1,90,90,0,Active,
254,Standard,,Mobile,9,1.0,4,50,200,0,Active,
255,Basic,Europe,Mobile,10,1.0,22,25,550,0,Active,
256,Standard,Europe,Unknown,1,0.0,22,50,1100,0,Active,
257,Basic,North America,Desktop,5,1.0,30,25,750,0,Active,
258,Enterprise,Europe,Tablet,12,4.0,27,150,4050,0,Active,
259,Basic,Europe,Unknown,15,0.0,27,25,675,0,Active,
260,Basic,,Desktop,19,1.0,13,25,325,0,Active,
261,Basic,South America,Unknown,3,4.0,27,25,675,1,Cancelled,Other
262,Standard,Asia,Desktop,8,2.0,8,50,400,0,Active,
263,Enterprise,Europe,Desktop,0,0.0,12,150,1800,0,Active,
264,Basic,Europe,Unknown,14,0.0,24,25,600,0,Active,
265,Premium,Asia,Mobile,14,2.0,18,90,1620,0,Active,
266,Basic,Europe,Unknown,12,3.0,15,25,375,1,Cancelled,Too Expensive
267,Premium,,Mobile,7,3.0,16,90,1440,0,Active,
268,Basic,,Mobile,0,0.0,33,25,825,1,Cancelled,Other
269,Enterprise,Asia,Tablet,10,1.0,10,150,1500,0,Active,
270,Premium,Europe,Desktop,0,0.0,24,90,2160,0,Active,
271,Standard,Europe,Unknown,3,1.0,19,50,950,0,Active,
272,Basic,South America,Desktop,0,0.0,27,25,675,1,Cancelled,Technical Issues
273,Basic,Europe,Tablet,17,3.0,31,25,775,1,Cancelled,Better Alternative
274,Premium,,Mobile,10,0.0,21,90,1890,0,Active,
275,Standard,North America,Unknown,3,0.0,16,50,800,0,Active,
276,Standard,North America,Desktop,5,0.0,23,50,1150,0,Active,
277,Enterprise,North America,Tablet,4,1.0,14,150,2100,0,Active,
278,Standard,North America,Mobile,5,3.0,23,50,1150,1,Cancelled,Better Alternative
279,Standard,Europe,Mobile,3,3.0,18,50,900,1,Cancelled,Other
280,Standard,Europe,Desktop,15,1.0,12,50,600,0,Active,
281,Basic,South America,Mobile,13,0.0,11,25,275,0,Active,
282,Enterprise,Europe,Tablet,19,1.0,5,150,750,0,Active,
283,Basic,North America,Mobile,9,0.0,21,25,525,0,Active,
284,Premium,Asia,Unknown,7,1.0,32,90,2880,0,Active,
285,Basic,Asia,Unknown,18,3.0,29,25,725,1,Cancelled,Other
286,Enterprise,,Desktop,14,3.0,7,150,1050,0,Active,
287,Premium,,Tablet,13,0.0,27,90,2430,0,Active,
288,Enterprise,Europe,Mobile,12,0.0,6,150,900,0,Active,
289,Standard,Asia,Mobile,6,3.0,4,50,200,0,Active,
290,Premium,North America,Mobile,0,0.0,35,90,3150,1,Cancelled,Other
291,Standard,North America,Unknown,0,0.0,10,50,500,0,Active,
292,Basic,North America,Tablet,18,2.0,30,25,750,0,Active,
293,Basic,Europe,Mobile,7,2.0,9,25,225,0,Active,
294,Premium,Europe,Desktop,17,1.0,16,90,1440,0,Active,
295,Premium,South America,Tablet,4,0.0,4,90,360,1,Cancelled,Too Expensive
296,Enterprise,North America,Tablet,5,1.0,26,150,3900,0,Active,
297,Enterprise,North America,Mobile,12,1.0,29,150,4350,0,Active,
298,Standard,Europe,Unknown,6,0.0,28,50,1400,0,Active,
299,Premium,Europe,Tablet,19,2.0,11,90,990,0,Active,
300,Basic,South America,Desktop,5,2.0,28,25,700,0,Active,
301,Enterprise,South America,Tablet,0,3.0,32,150,4800,0,Active,
302,Enterprise,,Unknown,0,2.0,24,150,3600,0,Active,
303,Basic,Asia,Desktop,5,3.0,7,25,175,0,Active,
304,Enterprise,North America,Unknown,9,0.0,18,150,2700,0,Active,
305,Standard,North America,Mobile,2,0.0,3,50,150,0,Active,
306,Premium,South America,Tablet,0,1.0,20,90,1800,1,Cancelled,Technical Issues
307,Basic,South America,Desktop,10,1.0,34,25,850,0,Active,
308,Premium,,Unknown,7,0.0,30,90,2700,0,Active,
309,Enterprise,Asia,Mobile,0,3.0,9,150,1350,1,Cancelled,Other
310,Enterprise,,Desktop,0,4.0,10,150,1500,1,Cancelled,Better Alternative
311,Basic,Asia,Tablet,1,0.0,6,25,150,0,Active,
312,Standard,North America,Tablet,3,3.0,17,50,850,0,Active,
313,Basic,,Unknown,7,0.0,15,25,375,0,Active,
314,Basic,South America,Desktop,8,0.0,33,25,825,0,Active,
315,Basic,,Mobile,7,0.0,13,25,325,0,Active,
316,Basic,,Mobile,15,0.0,22,25,550,0,Active,
317,Standard,North America,Mobile,9,2.0,16,50,800,0,Active,
318,Basic,South America,Unknown,0,3.0,34,25,850,1,Cancelled,Low Usage
319,Basic,South America,Mobile,10,0.0,3,25,75,0,Active,
320,Standard,Europe,Desktop,8,1.0,8,50,400,0,Active,
321,Basic,Europe,Unknown,0,4.0,20,25,500,0,Active,
322,Basic,Europe,Tablet,4,4.0,24,25,600,1,Cancelled,Too Expensive
323,Basic,North America,Unknown,18,3.0,18,25,450,1,Cancelled,Other
324,Basic,,Unknown,15,0.0,23,25,575,0,Active,
325,Basic,South America,Unknown,9,2.0,1,25,25,0,Active,
326,Basic,South America,Desktop,17,0.0,2,25,50,0,Active,
327,Standard,,Tablet,17,3.0,5,50,250,0,Active,
328,Enterprise,South America,Tablet,0,4.0,18,150,2700,1,Cancelled,Technical Issues
329,Basic,,Unknown,1,4.0,16,25,400,1,Cancelled,Technical Issues
330,Basic,North America,Unknown,18,0.0,10,25,250,0,Active,
331,Standard,North America,Unknown,7,0.0,29,50,1450,0,Active,
332,Basic,North America,Desktop,7,0.0,35,25,875,0,Active,
333,Basic,,Desktop,9,1.0,25,25,625,0,Active,
334,Enterprise,,Mobile,0,2.0,24,150,3600,0,Active,
335,Premium,Asia,Tablet,15,2.0,13,90,1170,0,Active,
336,Basic,South America,Mobile,12,4.0,21,25,525,1,Cancelled,Technical Issues
337,Basic,South America,Mobile,1,4.0,34,25,850,1,Cancelled,Technical Issues
338,Premium,Asia,Unknown,10,3.0,19,90,1710,1,Cancelled,Other
339,Enterprise,Asia,Desktop,15,3.0,28,150,4200,0,Active,
340,Premium,North America,Mobile,1,1.0,27,90,2430,0,Active,
341,Basic,Asia,Mobile,17,4.0,26,25,650,0,Active,
342,Premium,,Mobile,5,3.0,11,90,990,0,Active,
343,Standard,Europe,Unknown,8,1.0,35,50,1750,0,Active,
344,Premium,,Unknown,12,2.0,20,90,1800,0,Active,
345,Basic,Asia,Desktop,15,4.0,12,25,300,0,Active,
346,Basic,South America,Mobile,11,0.0,28,25,700,0,Active,
347,Standard,,Mobile,13,4.0,2,50,100,0,Active,
348,Basic,South America,Desktop,11,3.0,1,25,25,0,Active,
349,Basic,,Desktop,0,4.0,9,25,225,1,Cancelled,Other
350,Enterprise,South America,Desktop,13,0.0,22,150,3300,0,Active,
351,Basic,,Tablet,9,4.0,27,25,675,0,Active,
352,Basic,South America,Desktop,5,3.0,9,25,225,0,Active,
353,Basic,Europe,Unknown,9,2.0,7,25,175,0,Active,
354,Premium,North America,Tablet,12,3.0,2,90,180,0,Active,
355,Basic,,Desktop,15,1.0,5,25,125,0,Active,
356,Standard,Europe,Unknown,10,3.0,17,50,850,0,Active,
357,Premium,North America,Desktop,4,1.0,35,90,3150,0,Active,
358,Enterprise,,Desktop,18,4.0,8,150,1200,0,Active,
359,Basic,Europe,Tablet,15,1.0,3,25,75,0,Active,
360,Enterprise,Europe,Unknown,0,0.0,3,150,450,0,Active,
361,Premium,Europe,Mobile,19,4.0,1,90,90,0,Active,
362,Premium,Asia,Desktop,17,1.0,24,90,2160,0,Active,
363,Premium,South America,Tablet,14,3.0,30,90,2700,0,Active,
364,Enterprise,North America,Unknown,12,0.0,26,150,3900,0,Active,
365,Premium,South America,Desktop,10,4.0,3,90,270,0,Active,
366,Enterprise,South America,Mobile,12,1.0,13,150,1950,0,Active,
367,Premium,South America,Unknown,13,0.0,12,90,1080,0,Active,
368,Standard,Europe,Unknown,16,1.0,20,50,1000,0,Active,
369,Premium,South America,Tablet,7,1.0,8,90,720,0,Active,
370,Enterprise,Asia,Desktop,9,1.0,2,150,300,0,Active,
371,Basic,,Desktop,7,3.0,11,25,275,0,Active,
372,Premium,Europe,Unknown,0,1.0,21,90,1890,0,Active,
373,Basic,North America,Desktop,10,0.0,6,25,150,0,Active,
374,Standard,,Unknown,1,0.0,19,50,950,1,Cancelled,Too Expensive
375,Basic,,Mobile,0,1.0,30,25,750,0,Active,
376,Standard,,Tablet,0,0.0,20,50,1000,0,Active,
377,Premium,South America,Desktop,10,2.0,10,90,900,0,Active,
378,Basic,South America,Desktop,3,4.0,24,25,600,1,Cancelled,Too Expensive
379,Basic,Europe,Tablet,6,3.0,33,25,825,0,Active,
380,Enterprise,South America,Mobile,0,2.0,29,150,4350,1,Cancelled,Technical Issues
381,Basic,South America,Mobile,6,2.0,30,25,750,0,Active,
382,Enterprise,South America,Mobile,0,0.0,6,150,900,0,Active,
383,Basic,Europe,Mobile,17,0.0,14,25,350,0,Active,
384,Premium,Europe,Mobile,4,0.0,3,90,270,1,Cancelled,Low Usage
385,Enterprise,Asia,Unknown,6,0.0,24,150,3600,0,Active,
386,Basic,Asia,Desktop,4,3.0,19,25,475,0,Active,
387,Basic,Asia,Desktop,10,3.0,34,25,850,1,Cancelled,Technical Issues
388,Basic,Asia,Desktop,14,4.0,9,25,225,0,Active,
389,Basic,,Unknown,5,1.0,30,25,750,0,Active,
390,Basic,,Tablet,18,3.0,32,25,800,0,Active,
391,Basic,Asia,Mobile,5,3.0,13,25,325,1,Cancelled,Other
392,Enterprise,Asia,Tablet,0,0.0,18,150,2700,1,Cancelled,Technical Issues
393,Enterprise,North America,Mobile,0,1.0,22,150,3300,1,Cancelled,Technical Issues
394,Basic,,Mobile,10,4.0,4,25,100,0,Active,
395,Enterprise,North America,Tablet,10,0.0,23,150,3450,0,Active,
396,Enterprise,North America,Desktop,17,4.0,7,150,1050,0,Active,
397,Enterprise,South America,Unknown,12,1.0,11,150,1650,0,Active,
398,Standard,Europe,Tablet,1,0.0,34,50,1700,0,Active,
399,Premium,,Desktop,16,0.0,5,90,450,0,Active,
400,Basic,Asia,Mobile,19,0.0,25,25,625,0,Active,
401,Standard,Asia,Desktop,11,4.0,28,50,1400,0,Active,
402,Enterprise,Europe,Mobile,17,0.0,14,150,2100,0,Active,
403,Basic,,Mobile,5,1.0,27,25,675,0,Active,
404,Enterprise,Asia,Desktop,3,4.0,16,150,2400,0,Active,
405,Premium,Asia,Mobile,9,4.0,27,90,2430,0,Active,
406,Enterprise,South America,Unknown,19,2.0,2,150,300,0,Active,
